sid,computing_id,cid,pid,submission,judge_output,status,language,submitted_at,score
247,duckduckdoo,1,1007,"
#include <iostream>
#include <unordered_map>
#include <map>
#include <vector>
using namespace std;


int main() {
    int numFences, numQueries;
    cin>>numFences>>numQueries;
    map<int, string> *f = new map<int, string>[numFences];
    vector<string> vect(numFences, ""white"");

    for (int i = 0; i < numQueries; i++) {
        char command;
        cin>>command;
        if (command == 'p') {
            int start, end;
            string color;
            cin>>start>>end>>color;
            for (int i = start-1; i < end; i++) {
                vect[i] = color;
            }
        }
        else if (command == 'q') {
            int fenceNum;
            cin>>fenceNum;
            cout << vect[--fenceNum];
        }
    }
}","WA on case 0, test 0",WA,C++17,2022-07-30 14:49:34.620188,0
248,YugoslaviaLover1992,1,1008,"#include <iostream>
#include <time.h>
#include <vector>

using namespace std;

// this program is a Yugoslavia-themed chatbot
// this program is not intended to offend Yugoslavians nor Yugoslavia itself
int main() {
  // initialize vector 'dictionaries' for the program to identify key words
  vector<string> greetings = {""hello"", ""hey"",         ""hi"",      ""yo"",
                              ""g'day"", ""salutations"", ""greeting""};
  vector<string> topics = {""hobbies"",      ""hobby"",     ""problems"",
                           ""troubles"",     ""interest"",  ""birthday"",
                           ""how are you?"", ""yugoslavia""};
  vector<string> affirmatives = {""yes"", ""yah"", ""yep"", ""yeah"", ""yup"", ""yessir""};
  vector<string> negatives = {""no"", ""nope"", ""negatory"", ""nah""};
  vector<string> goodbyes = {""bye"", ""see ya"", ""see you later"", ""bye bye""};

  int conversating = 1;
  int cStage = 0;
  size_t foundAnswer;
  // UOOOOOOOOHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
  string msg = ""UOOOOOOOOOOOOOOOOOOH YUGOSLAVIA UOOOOOOOOOOOOOOOOOH"";

  while (conversating) {

    string s;
    getline(cin, s);
    string enteredString = s;
    // standardize input
    for (int i = 0; i < enteredString.length(); i++) {
      enteredString[i] = tolower(s[i]);
    }

    // cout << enteredString;

    if (cStage == 0) {

      // get time
      time_t now = time(0);
      tm *ltm = localtime(&now);

      // search user input for a greeting
      for (int i = 0; i < greetings.size(); i++) {
        foundAnswer = enteredString.find(greetings[i]);
        if (foundAnswer != std::string::npos) {
          break;
        }
      }
      // if a greeting is found, have a greeting dependant on time
      if (foundAnswer != std::string::npos) {
        if (ltm->tm_hour < 12) {
          msg = ""Good morning and Glory to Yugoslavia.  Was there something ""
                ""you wanted to talk about?"";
        } else if (12 <= ltm->tm_hour) {
          msg = ""Good afternoon and Glory to Yugoslavia! Was there something ""
                ""you wanted to talk about?"";
        } else if (17 <= ltm->tm_hour) {
          msg = ""Good evening, may Yugoslavia's glory grow tomorrow as well! ""
                ""Was there something you wanted to talk about?"";
        } else {
          msg = ""Just say the word if you need anything!"";
        }
        cStage = 1;
      } // if greeting is found
      else {
        msg = ""Hello?"";
      } // no greeting found

    }
    // small talk
    else if (cStage == 1) {

      string curTopic;

      for (int i = 0; i < topics.size(); i++) {
        foundAnswer = enteredString.find(topics[i]);
        if (foundAnswer != std::string::npos) {
          curTopic = topics[i];
          break;
        }
      }

      // if a topic is found
      if (foundAnswer != std::string::npos) {
        if (curTopic == ""hobbies"" || curTopic == ""hobby"" ||
            curTopic == ""interest"") {
          msg = ""My favourite hobby is football - Yugoslavia's most popular ""
                ""sport... what's yours?"";
          cStage = 2;
        } else if (curTopic == ""problems"" || curTopic == ""troubles"") {
          msg = ""We live in a world without Yugoslavia, that's the ""
                ""problem...\n also, I need a new granola recipe. Could you ""
                ""give me one?"";
          cStage = 3;
        } else if (curTopic == ""how are you?"") {
          msg = ""I'm doing alright, thanks for asking!"";
          cStage = 1;
        } else if (curTopic == ""yugoslavia"") {
          msg = ""Glory to Yugoslavia!"";
        } else if (curTopic == ""birthday"") {
          msg = ""The idea of Yugoslavia was born long, long ago...\n me ""
                ""personally, I was born on July 30th, 2022"";
        } else {
          msg = ""Hmm, let's talk about something else... like Yugoslavia"";
        }
      }

      // if no topic found
      else if (foundAnswer == std::string::npos) {
        msg = ""I'd rather talk about hobbies... or even about myself if you're ""
              ""curious!"";
      }

    } // cstage 1

    else if (cStage == 2) {
      msg = s + "" is pretty cool, just like Yugoslavia! Was there anything ""
                ""else you'd like to ask?"";
      cStage = 1;
    } // cStage 2

    else if (cStage == 3) {
      // first looks for affirmatives, then looks for negatives
      // my rationale here was that if a person says yes-no, the answer is
      // probably no
      for (int i = 0; i < affirmatives.size(); i++) {
        foundAnswer = enteredString.find(affirmatives[i]);
        if (foundAnswer != std::string::npos) {
          msg = ""Awesome! How about you share it with me sometime for our ""
                ""great nations continued prosperity? Hehe, was ""
                ""there anything else?"";
          break;
        }
      }
      for (int i = 0; i < negatives.size(); i++) {
        foundAnswer = enteredString.find(negatives[i]);
        if (foundAnswer != std::string::npos) {
          msg = ""What a shame... was there anything else?"";
          break;
        }
      }
      cStage = 1;
    }

    // search user input for a goodbye
    for (int i = 0; i < goodbyes.size(); i++) {
      foundAnswer = enteredString.find(goodbyes[i]);
      if (foundAnswer != std::string::npos) {
        break;
      }
    }
    if (foundAnswer != std::string::npos) {
      msg = ""An early goodbye... farewell, and may Yugoslavia's spirit be ""
            ""with you"";
      cout << msg << ""\n"";
      break;
    } else {
      cout << msg << ""\n"";
    }
  }
}",Only your latest submission will be checked,AC,C++17,2022-07-30 14:50:14.551707,10
249,HS,1,1005,"
#include <bits/stdc++.h>
using namespace std;

struct Node_struct {
    vector<int> prev;
    vector<int> next;
};

int n, m;
int max_comparison;
vector<struct Node_struct> nodes;
int num_comparisons;
vector<pair<int, int>> comparison_targets;
vector<pair<int, int>> comparison_caller; // this is for change after comparison
vector<bool> in_targets;
vector<bool> visited;

// add to targets. increment num_comparisons
// option: (1: from prev), (2: from next)
void add_to_targets(const int& a, const int& b, const int& caller, const int& option) {
    comparison_targets.push_back(pair<int, int>(a, b));
    comparison_caller.push_back(pair<int, int>(caller, option));
    in_targets[a] = true;
    in_targets[b] = true;
    num_comparisons++;
}

/*DFS description:
    test if more than 2 prevs
        find possible targets and add
        return if (num_comparisons == m)
    test if more than 2 nexts
        find possible targets and add
        return if (num_comparisons == m)
    iterate nexts
        if not visited, DFS that.
        return if (num_comparisons == m)
*/
void DFS(const int& current) {
    visited[current] = true;
    if (nodes[current].prev.size() > 1) {
        int i = 0;
        while (num_comparisons < max_comparison && i < nodes[current].prev.size()) {
            int a = -1;
            for (; i < nodes[current].prev.size(); i++) {
                if (!in_targets[nodes[current].prev[i]]) {
                    a = nodes[current].prev[i];
                    break;
                }
            }
            int b = -1; i++;
            for (; i < nodes[current].prev.size(); i++) {
                if (!in_targets[nodes[current].prev[i]]) {
                    b = nodes[current].prev[i];
                    break;
                }
            }
            if (a != -1 && b != -1) {
                add_to_targets(b, a, current, 1);
            }
        }
        if (num_comparisons == max_comparison) return;
    }
    if (nodes[current].next.size() > 1) {
        int i = 0;
        while (num_comparisons < max_comparison && i < nodes[current].next.size()) {
            int a = -1;
            for (; i < nodes[current].next.size(); i++) {
                if (!in_targets[nodes[current].next[i]]) {
                    a = nodes[current].next[i];
                    break;
                }
            }
            int b = -1; i++;
            for (; i < nodes[current].next.size(); i++) {
                if (!in_targets[nodes[current].next[i]]) {
                    b = nodes[current].next[i];
                    break;
                }
            }
            if (a != -1 && b != -1) {
                add_to_targets(b, a, current, 2);
            }
        }
        if (num_comparisons == max_comparison) return;
    }

    // children
    for (int i = 0; i < nodes[current].next.size(); i++) {
        if (!visited[nodes[current].next[i]]) {
            DFS(nodes[current].next[i]);
            if (num_comparisons == max_comparison) return;
        }
    }
    for (int i = 0; i < nodes[current].prev.size(); i++) {
        if (!visited[nodes[current].prev[i]]) {
            DFS(nodes[current].prev[i]);
            if (num_comparisons == max_comparison) return;
        }
    }
}

int main()
{
    cin >> n >> m;
    
    max_comparison = n/2;
    nodes = vector<struct Node_struct>(n);
    
    bool ans_found = false;
    for(int i = 0; i < m; i++) {
        num_comparisons = 0;
        comparison_targets.clear();
        comparison_caller.clear();
        in_targets = vector<bool>(n, false);
        visited = vector<bool>(n, false);
        
        int last_DFS_start = -1;
        for (int i = 0; i < n; i++) {
            if (visited[i]) continue;
            // connect disconnected graph
            if (last_DFS_start != -1) {
                for (int j = i-1; j >= 0; j--) {
                    if (!in_targets[j]) {
                        add_to_targets(j, i, -1, -1);
                        break;
                    }
                }
                if (num_comparisons == max_comparison) break;
            }
            // run DFS
            DFS(i);
            last_DFS_start = i;
            if (num_comparisons == max_comparison) break;
        }
        
        // break if no change
        if (num_comparisons == 0) break;
        // send query
        cout << ""q "" << num_comparisons << endl;
        for (int i = 0; i < num_comparisons; i++) {
             cout << comparison_targets[i].first << "" < "" << comparison_targets[i].second << endl;
        }
        cout << flush;
        // receive input
        for (int i = 0; i < num_comparisons; i++) {
            int ans;
            cin >> ans;
            
            // get 2 target nodes
            int a, b; // a <= b
            if (ans == 1) {
                a = comparison_targets[i].first;
                b = comparison_targets[i].second;
            }
            else {
                a = comparison_targets[i].second;
                b = comparison_targets[i].first;
            }
            // get caller and option
            int caller = comparison_caller[i].first;
            int option = comparison_caller[i].second;
            
            // connect two nodes
            //cout << ""--edge created between "" << a << "" -> "" << b << endl;
            nodes[a].next.push_back(b);
            nodes[b].prev.push_back(a);
            
            if (caller == -1) {
                // called to connect disconnected graphs
                // do nothing
            }
            else if (option == 1) {
                // called from caller's prev
                auto to_remove = find(nodes[caller].prev.begin(), nodes[caller].prev.end(), a);
                nodes[caller].prev.erase(to_remove);
                to_remove = find(nodes[a].next.begin(), nodes[a].next.end(), caller);
                nodes[a].next.erase(to_remove);
            }
            else if (option == 2) {
                // called from caller's next
                auto to_remove = find(nodes[caller].next.begin(), nodes[caller].next.end(), b);
                nodes[caller].next.erase(to_remove);
                to_remove = find(nodes[b].prev.begin(), nodes[b].prev.end(), caller);
                nodes[b].prev.erase(to_remove);
            }
        }
    }
    if (num_comparisons == 0) {
        // start from the very first
        int current = 0;
        while (nodes[current].prev.size() != 0) {
            current = nodes[current].prev[0];
        }
        cout << ""a "";
        while (nodes[current].next.size() != 0) {
            cout << current << "" "";
            current = nodes[current].next[0];
        }
        cout << current << "" "";
        cout << endl << flush;
    }
    int result;
    cin >> result;

    return 0;
}
","WA on case 0, test 4",WA,C++17,2022-07-30 14:51:15.083628,0
250,datOvercommon,1,1007,"#include <iostream>
#include <map>
#include <string>
using namespace std;

int main() {
    int plank;
    int query;
    cin >> plank >> query;
    char command;
    map<int, string> fences;
    for (int i = 0; i < plank; i++) {
        fences[i] = ""white"";
    }
    string out = """";
    for (int i = 0; i < query; i++) {
        cin >> command;
        if (command == 'q') {
            int n;
            cin >> n;
            out.append(fences[n] + '\n');
        }
        if (command == 'p') {
            int start;
            int end;
            string col;
            cin >> start >> end >> col;
            for (int i = start; i <= end; i++) {
                fences[i] = col;
            }
        }
    }
    cout << out;
    cout.flush();
}","WA on case 1, test 0",WA,C++17,2022-07-30 14:52:29.189913,0
251,duckduckdoo,1,1007,"
#include <iostream>
#include <unordered_map>
#include <map>
#include <vector>
using namespace std;


int main() {
    int numFences, numQueries;
    cin>>numFences>>numQueries;
    map<int, string> *f = new map<int, string>[numFences];
    vector<string> vect(numFences, ""white"");

    for (int i = 0; i < numQueries; i++) {
        char command;
        cin>>command;
        if (command == 'p') {
            int start, end;
            string color;
            cin>>start>>end>>color;
            for (int i = start-1; i < end; i++) {
                vect[i] = color;
            }
        }
        else if (command == 'q') {
            int fenceNum;
            cin>>fenceNum;
            cout << vect[--fenceNum] << endl;
        }
    }
}","Failed on case 3, test 0",TLE,C++17,2022-07-30 14:52:31.977839,40
253,TeamJin,1,1005,"from ast import operator


nums = list(map(int, input().split()))
n = nums[0]
m = nums[1]

print(""q 2"")
print(""0 < 1"")
print(""0 < 1"")

print(input())","WA on case 0, test 1","",Python3,2022-07-30 14:53:33.524227,0
255,teamAverage,1,1007,"#include <iostream>
#include <string>
using namespace std;

int main(){
    //initialize map and iterator
    string fences[100000];

    //read the number of fences and queries
    long numFences;
    long numQueries;
    cin >> numFences >> numQueries;

    //insert all initial elements as white
    for (int i = 0; i < numFences; i++){
        fences[i] = ""white"";
    }

    //initialize all the variables needed
    char type;

    //take the input in a loop
    for(int i = 0; i < numQueries; i++){
        //take first char input (q or p)
        cin >> type;
        if(type == 'p'){
            //take in 3 inputs
            int start, end;
            string color;
            cin >> start >> end;
            cin >> color;
            //modify the fences' colors
            for(int j = start; j <= end; j++){
                fences[j-1] = color;
            }
        }
        else if(type == 'q'){
            //take in 1 input
            int key;
            cin >> key;
            cout << fences[key-1]<< endl;
        }
    }
}","Failed on case 3, test 0",TLE,C++17,2022-07-30 14:53:57.8508,40
256,Dragoneel,1,1007,"import os
from tkinter import N
# Sample Input
# 10 5
# q 1
# p 2 4 black
# p 1 2 green
# q 2
# q 3
# Sample Output
# white
# green
# black


    
    
def show_names(choice):
    for i in range(int(choice[1]), int(choice[2])+1):
        planks[i] = choice[3]
    
        
def get_new_name(ent):
    print(planks[ent])


### MAIN PROGRAM ###

# Set up a loop where users can choose what they'd like to do.

n = 10 
q = 5
nums = list(map(int, input().split()))
planks = [""white""] * nums[0]

while nums[1] != 0:    
    
    choice = list(input().split())
    
    # Respond to the user's choice.
    
    if choice[0] == 'p':
        show_names(choice)
    elif choice[0] == 'q':
        get_new_name(int(choice[1]))
","Error with code 1:
Traceback (most recent call last):
  File ""/code/Main.py"", line 2, in <module>
    from tkinter import N
ModuleNotFoundError: No module named 'tkinter'
",ERR,Python3,2022-07-30 14:54:38.947718,0
257,untitled,1,1005,"#include <bits/stdc++.h>
using namespace std;

vector<vector<int>> edges;

int main() {
    int n, m;
    cin >> n >> m;
    edges = vector<vector<int>>(n);
    vector<int> inDegree(n);
    vector<vector<pair<int,int>>> queries(m-1);
    vector<vector<bool>> used(m-1, vector<bool>(n));
    int failedCount = 0;
    for(int i = 0; i < n; i++){
        for(int j = i+1; j < n; j++){
            bool worked = false;
            for(int k = 0; k < m-1; k++){
                if(!used[k][i] && !used[k][j]){
                    used[k][i] = true;
                    used[k][j] = true;
                    queries[k].push_back({i, j});
                    worked = true;
                    //cout << ""success"" << endl;
                    break;
                }
            }
            if(!worked) {
                failedCount++;
            }
        }
    }
    for(int i = 0; i < m-1; i++){
        if(!queries[i].empty()){
            cout << ""q "" << queries[i].size() << endl;
        }
        for(int j = 0; j < queries[i].size(); j++){
            cout << queries[i][j].first << "" < "" << queries[i][j].second << endl;
        }
        for(int j = 0; j < queries[i].size(); j++){
            int val;
            cin >> val;
            int u = queries[i][j].first, v = queries[i][j].second;
            if(val == 1){
                edges[u].push_back(v);
                inDegree[v]++;
            }else{
                edges[v].push_back(u);
                inDegree[u]++;
            }
        }
    }
    queue<int> q;
    for(int i = 0; i < n; i++){
        if(inDegree[i] == 0){
            q.push(i);
        }
    }
    vector<int> answer;
    while(!q.empty()){
        int cur = q.front();
        q.pop();
        answer.push_back(cur);
        for(int i = 0; i < edges[cur].size(); i++){
            int next = edges[cur][i];
            inDegree[next]--;
            if(inDegree[next] == 0){
                q.push(next);
            }
        }
    }
    cout << ""a "";
    for(int i = 0; i < answer.size(); i++){
        cout << answer[i];
        if(i < (int)answer.size() - 1) {
            cout << "" "";
        }
    }
    cout << endl;
    int result;
    cin >> result;
}","WA on case 1, test 5","",C++17,2022-07-30 14:55:40.06434,30
258,duckduckdoo,1,1007,"
#include <iostream>
#include <unordered_map>
#include <map>
#include <vector>
using namespace std;


int main() {
    int numFences, numQueries;
    cin>>numFences>>numQueries;
    vector<string> vect(numFences, ""white"");

    for (int i = 0; i < numQueries; i++) {
        char command;
        cin>>command;
        if (command == 'p') {
            int start, end;
            string color;
            cin>>start>>end>>color;
            for (int i = start-1; i < end; i++) {
                vect[i] = color;
            }
        }
        else if (command == 'q') {
            int fenceNum;
            cin>>fenceNum;
            cout << vect[--fenceNum] << endl   ;
        }
    }
}","Failed on case 3, test 0",TLE,C++17,2022-07-30 14:55:54.2364,40
259,FuduBoys,1,1006,"r = gets.chomp.to_i
s="" ""*(r-3)
p(s,"" >\n"",s,""|\n"",s,""."")
s+="" ""
c1 = c = k = 0
for i in (1..r-1) 
  c=r-i-1
  p(s, end="""")
  puts(""/"", end="""")
  while k!=((2*i)-1) 
      if c<=r-2 
        p(chr(k+65), end="""")
        c+=1
      else
        c1+=1
        p(chr(k-(2*c1)+65), end="""")
      end
      k+= 1
  end
  c1 = c = k = 0
  s = s[0...-1]
  puts(""\\"")
end","Error with code 1:
/code/Main.rb:8: syntax error, unexpected `end', expecting ')'
  p(s, end="""")
       ^~~
/code/Main.rb:9: syntax error, unexpected `end', expecting ')'
  puts(""/"", end="""")
            ^~~
/code/Main.rb:12: syntax error, unexpected `end', expecting ')'
        p(chr(k+65), end="""")
                     ^~~
/code/Main.rb:16: syntax error, unexpected `end', expecting ')'
        p(chr(k-(2*c1)+65), end="""")
                            ^~~
/code/Main.rb:23: syntax error, unexpected end-of-input, expecting `end'
",ERR,Ruby,2022-07-30 14:56:06.532237,0
260,Dragoneel,1,1007,"import os
from tkinter import N
# Sample Input
# 10 5
# q 1
# p 2 4 black
# p 1 2 green
# q 2
# q 3
# Sample Output
# white
# green
# black


    
    
def show_names(choice):
    for i in range(int(choice[1]), int(choice[2])+1):
        planks[i] = choice[3]
    
        
def get_new_name(ent):
    print(planks[ent])


### MAIN PROGRAM ###

# Set up a loop where users can choose what they'd like to do.

n = 10 
q = 5
nums = list(map(int, input().split()))
planks = [""white""] * nums[0]

while nums[1] != 0:    
    
    choice = list(input().split())
    nums[1] = nums[1] -1
    # Respond to the user's choice.
    
    if choice[0] == 'p':
        show_names(choice)
    elif choice[0] == 'q':
        get_new_name(int(choice[1]))
","Error with code 1:
Traceback (most recent call last):
  File ""/code/Main.py"", line 2, in <module>
    from tkinter import N
ModuleNotFoundError: No module named 'tkinter'
",ERR,Python3,2022-07-30 14:57:40.184574,0
261,teamAverage,1,1007,"#include <iostream>
#include <string>
#include <vector>
using namespace std;

int main(){
//initialize map and iterator
vector<string> fences;

//read the number of fences and queries
long numFences;
long numQueries;
cin >> numFences >> numQueries;

//insert all initial elements as white
for (int i = 0; i < numFences; i++){
fences.push_back(""white"");
}

//initialize all the variables needed
char type;

//take the input in a loop
for(int i = 0; i < numQueries; i++){
//take first char input (q or p)
cin >> type;
if(type == 'p'){
//take in 3 inputs
int start, end;
string color;
cin >> start >> end;
cin >> color;
//modify the fences' colors
for(int j = start; j <= end; j++){
fences[j-1] = color;
}
}
else if(type == 'q'){
//take in 1 input
int key;
cin >> key;
cout << fences[key-1] << endl;
}
}
}

","Failed on case 3, test 0",TLE,C++17,2022-07-30 14:57:48.125807,40
262,HS,1,1005,"
#include <bits/stdc++.h>
using namespace std;

struct Node_struct {
    vector<int> prev;
    vector<int> next;
};

int n, m;
int max_comparison;
vector<struct Node_struct> nodes;
int num_comparisons;
vector<pair<int, int>> comparison_targets;
vector<pair<int, int>> comparison_caller; // this is for change after comparison
vector<bool> in_targets;
vector<bool> visited;

// add to targets. increment num_comparisons
// option: (1: from prev), (2: from next)
void add_to_targets(const int& a, const int& b, const int& caller, const int& option) {
    comparison_targets.push_back(pair<int, int>(a, b));
    comparison_caller.push_back(pair<int, int>(caller, option));
    in_targets[a] = true;
    in_targets[b] = true;
    num_comparisons++;
}

/*DFS description:
    test if more than 2 prevs
        find possible targets and add
        return if (num_comparisons == m)
    test if more than 2 nexts
        find possible targets and add
        return if (num_comparisons == m)
    iterate nexts
        if not visited, DFS that.
        return if (num_comparisons == m)
*/
void DFS(const int& current) {
    visited[current] = true;
    if (nodes[current].prev.size() > 1) {
        int i = 0;
        while (num_comparisons < max_comparison && i < nodes[current].prev.size()) {
            int a = -1;
            for (; i < nodes[current].prev.size(); i++) {
                if (!in_targets[nodes[current].prev[i]]) {
                    a = nodes[current].prev[i];
                    break;
                }
            }
            int b = -1; i++;
            for (; i < nodes[current].prev.size(); i++) {
                if (!in_targets[nodes[current].prev[i]]) {
                    b = nodes[current].prev[i];
                    break;
                }
            }
            if (a != -1 && b != -1) {
                add_to_targets(b, a, current, 1);
            }
        }
        if (num_comparisons == max_comparison) return;
    }
    if (nodes[current].next.size() > 1) {
        int i = 0;
        while (num_comparisons < max_comparison && i < nodes[current].next.size()) {
            int a = -1;
            for (; i < nodes[current].next.size(); i++) {
                if (!in_targets[nodes[current].next[i]]) {
                    a = nodes[current].next[i];
                    break;
                }
            }
            int b = -1; i++;
            for (; i < nodes[current].next.size(); i++) {
                if (!in_targets[nodes[current].next[i]]) {
                    b = nodes[current].next[i];
                    break;
                }
            }
            if (a != -1 && b != -1) {
                add_to_targets(b, a, current, 2);
            }
        }
        if (num_comparisons == max_comparison) return;
    }

    // children
    for (int i = 0; i < nodes[current].next.size(); i++) {
        if (!visited[nodes[current].next[i]]) {
            DFS(nodes[current].next[i]);
            if (num_comparisons == max_comparison) return;
        }
    }
    for (int i = 0; i < nodes[current].prev.size(); i++) {
        if (!visited[nodes[current].prev[i]]) {
            DFS(nodes[current].prev[i]);
            if (num_comparisons == max_comparison) return;
        }
    }
}

int main()
{
    cin >> n >> m;
    
    max_comparison = n/2;
    nodes = vector<struct Node_struct>(n);
    
    bool ans_found = false;
    for(int i = 0; i < m; i++) {
        num_comparisons = 0;
        comparison_targets.clear();
        comparison_caller.clear();
        in_targets = vector<bool>(n, false);
        visited = vector<bool>(n, false);
        
        int last_DFS_start = -1;
        for (int i = 0; i < n; i++) {
            if (visited[i]) continue;
            // connect disconnected graph
            if (last_DFS_start != -1) {
                for (int j = i-1; j >= 0; j--) {
                    if (!in_targets[j]) {
                        add_to_targets(j, i, -1, -1);
                        break;
                    }
                }
                if (num_comparisons == max_comparison) break;
            }
            // run DFS
            DFS(i);
            last_DFS_start = i;
            if (num_comparisons == max_comparison) break;
        }
        
        // break if no change
        if (num_comparisons == 0) break;
        
        // send query
        cout << ""q "" << num_comparisons << endl;
        for (int i = 0; i < num_comparisons; i++) {
             cout << comparison_targets[i].first << "" < "" << comparison_targets[i].second << endl;
        }
        
        // receive input
        for (int i = 0; i < num_comparisons; i++) {
            int ans;
            cin >> ans;
            
            // get 2 target nodes
            int a, b; // a <= b
            if (ans == 1) {
                a = comparison_targets[i].first;
                b = comparison_targets[i].second;
            }
            else {
                a = comparison_targets[i].second;
                b = comparison_targets[i].first;
            }
            // get caller and option
            int caller = comparison_caller[i].first;
            int option = comparison_caller[i].second;
            
            // connect two nodes
            //cout << ""--edge created between "" << a << "" -> "" << b << endl;
            nodes[a].next.push_back(b);
            nodes[b].prev.push_back(a);
            
            if (caller == -1) {
                // called to connect disconnected graphs
                // do nothing
            }
            else if (option == 1) {
                // called from caller's prev
                auto to_remove = find(nodes[caller].prev.begin(), nodes[caller].prev.end(), a);
                nodes[caller].prev.erase(to_remove);
                to_remove = find(nodes[a].next.begin(), nodes[a].next.end(), caller);
                nodes[a].next.erase(to_remove);
            }
            else if (option == 2) {
                // called from caller's next
                auto to_remove = find(nodes[caller].next.begin(), nodes[caller].next.end(), b);
                nodes[caller].next.erase(to_remove);
                to_remove = find(nodes[b].prev.begin(), nodes[b].prev.end(), caller);
                nodes[b].prev.erase(to_remove);
            }
        }
    }
    if (num_comparisons == 0) {
        // start from the very first
        int current = 0;
        while (nodes[current].prev.size() != 0) {
            current = nodes[current].prev[0];
        }
        cout << ""a "";
        while (nodes[current].next.size() != 0) {
            cout << current << "" "";
            current = nodes[current].next[0];
        }
        cout << current;
        cout << endl;
    }
    int result;
    cin >> result;

    return 0;
}
","WA on case 0, test 1",WA,C++17,2022-07-30 15:01:40.781078,0
